Statement_ID,Old_Observation_ID,Source_ID,text,label,
ST-251,O-323,SR-008,"Relying on the modular architecture of the established product, Fujitsu, like other firms, relied on a decoupled network of external suppliers. However, unlike its compe- titors, Fujitsu continued to invest ‘in systems knowledge and materials and component technology in its R&D labs’ ... It enabled the firm to master the new, fast-moving technology and to navigate the dangerous waters of architectural innovation stemming from it. By knowing more than it needed for its own design and production, Fujitsu managed to avoid competency traps such as those described by Chesbrough and Kusunoki (2001) and Henderson and Clark (1990). Brusoni et al. (2001) argued that cases like Fujitsu’s show that decoupled, modular networks coordinated through markets and the exchange of codified knowledge (Sturgeon, 2002) are but particular cases of a more general model, which link firms’ knowledge and production boundaries. ",1,
ST-252,O-324,SR-008,products characterized by unpredictable interdependencies across components as well as imbalances at the technological level- require tightly organized firms,1,
ST-253,O-325,SR-008,Truly modular networks *can* emerge only when product interdependencies are predictable and when the specialized bodies of knowledge are at the same stage of development,1,
ST-254,O-327,SR-008,We show that the speed of adaptation can give evolutionary advantages even though overmodular search strategies may not be the most efficient problem-solving strategy.,1,
ST-255,O-328,SR-008,modular problem solving strategies instead prevent organizations from rapidly abandoning their established way of doing things,1,
ST-256,O-329,SR-008,*Provided statistics* shows that sharp reducitons of complxity and time of search can be obtained by accepting sub-optimal 'satisficing' solutions,1,
ST-257,O-330,SR-008,"Fully modular search  strategies, (those in which each component is optimized independently of the others) are not optimal as they can locate the globally optimal configuration only if there are no interdependencies among components.",1,
ST-258,O-332,SR-008,"An over-modular approach focussed on the exploration of each component independently from the others, may be doomed to be limited in the maximum performance that can be finally obtained",1,
ST-260,O-334,SR-008,"Aiming at the optimal solution of a problem(integral search strategy) entails the necessity to take into account all the interdependencies among components. However, this enlarges enormously the space to be searched and therefore the time required to explore it",1,
ST-261,O-335,SR-008,"In highly volatile environments, it can happen that an agent finds itself in a location with very low fitness ...in this case local short steps(modular search strategies) will be too slow a strategy... while long jumps(integral search strategies) have a high probability of quickly finding a higher fitness level",1,
ST-262,O-336,SR-008,"The integrated strategy is likely to provide large improvements when starting from low-fitness locations, while it will provide low improvements when the starting location has high fitness",1,
ST-263,O-337,SR-008,"In highly volatile, fast-changing  environments  in fact, modular search strategies are shown to have a high probability of being trapped  into low-fitness  zones ",1,
ST-264,O-338,SR-008,Integral search strategies on the contrary perform search on a broader spectrum and can therefore jump out of low-fitness zones of the landscapes in which sooner or later everybody will fall in a highly volatile environment.,1,
ST-265,O-339,SR-009,Designing product specific components allows firms to maximize product performance with respect to holistic customer requirements--those requirements that arise in a complex way from  most of the components of a product,1,
ST-266,O-340,SR-009,"There are many benefits to selecting an existing component, including minimizing investment, exploiting economies of scale, and preserving organizational focus",1,
ST-267,O-341,SR-009,"Several other motives for selecting existing components may also be present in particular situations, including: a desire for component compatibility because of network externalities",1,
ST-268,O-343,SR-009,"... [when a] function is quite complex and can only be partially be made explicit ... only by using coupled parameters and highly nonlinear mathematical relationships. As a result it is not possible to decompose [the function] into independant performance requirements for each of the components. ... as a result, most of the components ... must be product specific",1,
ST-269,O-344,SR-009,if weight were the only important requirement for ... high performance components could be selected [rather than custom built],1,
ST-270,O-345,SR-009,"To minimize size, mass, and variable cost, designers seek to minimize excess component capability, and therefore design product-specific components",1,
ST-271,O-346,SR-009," to minimize size, mass, and variable cost, designers adopt integral product architectures, and therefore design product-specific components",1,
ST-272,O-347,SR-009,Modular architecture prevents function sharing,1,
ST-273,O-348,SR-009,"As function sharing increases, component requirements become more idiosyncratic and less likely to be fulfilled by existing components",1,
ST-274,O-349,SR-009,"Part integration, or the combination of multiple parts into one contiguous part, minimizes the use of material and space associated with component interfaces, and may improve geometric precision",1,
ST-275,O-350,SR-009,"As a result, a strong component supply  base may not develop, requiring product firms to design their own components. While a firm may still standardize components internally, components are likely to be less standardized than if there were a strong external supply of components.",1,
ST-276,O-352,SR-009,These components [with function sharing] are likely require significant tuning to achieve the appropriate trade-offs for the customer,1,
ST-277,O-353,SR-010,The modules identify opportunities for function sharing by components and lead to alternative layouts where concept generation techniques may be used to embody the layouts,1,
ST-278,O-354,SR-011,Product modularity is a strategic approach to product development that can be used by complanies to increase the variety of products and to speed up the NPD process,1,
ST-279,O-355,SR-011,"product components can be standardized, shared and reused in a range of products so that new products could frequently and easily be launched by modifying and combining different modules from existing designs",1,
ST-280,O-356,SR-011,"since product modularity allows a product to be decomposed into a set of smaller de-coupled sub-systems or chunks, different teams of designers can autonomously and concurrently design and test modules, thus reducing the time dedicated to the detailed design of new products",1,
ST-281,O-358,SR-011,"Product modularity is positively related to strategic flexability, measured in terms of model variety and product introduction rate, which in turn influence firm financial performance",1,
ST-282,O-359,SR-011,"When interations among product chunks are well-developed and an agreement over the desing of common product interfaces has been reached, teams of designers from the manufacturer and suppliers can autonomously and concurrently design product modules",1,
ST-283,O-361,SR-011,"[Modularity] allows the firm to design, develop and produce parts which can be combined in the maximum number of ways to create a large variety of end products from a smaller set of the independent module alternatives. For this reason, modularity is often considered a useful approach to reduce costs by increasing component standardization, i.e. commonality across different product variants",1,
ST-284,O-362,SR-011,"Since product modularity allows product variety to be managed without the explosion of costs for inventory and production, literature often associates product modularity with imporvements in different competitive performances of a firm, such as product costs, quality, flexibility, manufacturing cycle time and customer service",1,
ST-286,O-364,SR-011,Modular product architecture facilitates and speeds up product changes and updating over the life of a product,1,
ST-287,O-365,SR-011,Modularity allows easy and rapid identification of the modules that should be changed for improving product performance or adding an additional product feature,1,
ST-288,O-366,SR-011,"Product modularity can change the way detailed designing and testing phases in NPD are managed and organized. In these phases, the overall design task can be divided into smaller tasks for parallel development ...different teams of designers ... can design modules autonomously and concurrently thus reducing the overall time dedicated to product designing and testing",1,
ST-289,O-367,SR-011,Product modularization with close supplier collaboration reduces development lead time,1,
ST-290,O-368,SR-011,The design of a modular product can be easily be divided between suppliers and the producer to facilitate the concurrent engineering of a new/modified product,1,
ST-291,O-371,SR-011,The positive effect of modularity on time performance in NPD increases with rising levels of integration between functions in the NPD process,1,
ST-292,O-372,SR-011,"Cross functional Teams (II) working on modular architecutures will spend more time defining the architecture, but this time recuperated by reducing inefficiencies and product modifications",1,
ST-293,O-373,SR-011,"We found that in particular circumstances, Modularity has no impact on Time Performance. In particular, it emerges when Interfunctional Integration is low, Modularity seems to have no influence on Time Performance.",1,
ST-294,O-375,SR-011,Companies characterized by low degrees of modularity perform better when interfuncitonal integration is low,1,
ST-295,N/A,SR-012,"Modularity/Modularization... may, for example, ease engineering change management, allow product flexibility in use or even help designing product families.",1,
ST-296,N/A,SR-012,Under Modularisation - These drivers are all connected to a root node representing the benefit ‘reduction of internal variety and increase in commonality’.,1,
ST-297,N/A,SR-012,benefits of product modularity are the ability to reach high product variety for mass customisation while keeping a relatively low and manageable internal product variety for the product development process,1,
ST-298,N/A,SR-012,"Under Modularisation - Breaking down the product complexity is cited as a means to reduce the development time by allowing parallel development and, thus, to lead to a shorter time-to-market and reduced development costs.",1,
ST-299,N/A,SR-012,"Modularity is identified as an important aspect for product maintenance – notably because it allows separated diagnoses of product components and isolation of wear parts – which is, in turn, identified as an aspect of environment-friendly product design.",1,
ST-300,N/A,SR-012,"The possibility to upgrade, adapt or modify the product for extending the service life of a product or parts and, therefore, reduce the environmental load of products is another cited potential benefit of modularity.",1,
ST-301,N/A,SR-012,Modularity is expected to lead to a reduction in production costs due to postponement and delayed differentiation.,1,
ST-302,N/A,SR-012,"Decreasing the interface complexity between product parts allows the distribution of design tasks, reduces the required intensity of communication between teams and,therefore, allows faster design changes.",1,
ST-303,N/A,SR-012,"Product modularity affects the ability to disassemble the product at its end-of-life; hence,the ability to sort parts according to their most appropriate post-life treatment (repair,reuse, remanufacturing, recycle and disposal) and the environmental load of products.",1,
ST-304,N/A,SR-012,"Modularity may limit the possibility of optimising the product through integration of parts (Gershenson, Prasad, and Zhang 2003; Lau 2011).",1,
ST-305,N/A,SR-012,"Although it supports product variety, it can also lead to a structural similarity in product families (Gershenson, Prasad, and Zhang 2003; Kong et al. 2009; Lau 2011).",1,
ST-306,N/A,SR-012,"In the same way, it may reduce the flexibility of the product family (Gershenson, Prasad,and Allamneni 1999).",1,
ST-307,N/A,SR-012,"It may ease competition per imitation (Gershenson, Prasad, and Zhang 2003; Seliger andZettl 2008; Lau 2011).",1,
ST-308,N/A,SR-012,"The lack of optimisation of modular architectures may hinder aesthetics (Pandremenos,Vasiliadis, and Chryssolouris 2012).",1,
ST-309,N/A,SR-012,"Modularisation may contradict the design for manufacturing and assembly because it may lead to an increased number of parts and, therefore, increase the number of assembly errors (AlGeddawy and ElMaraghy 2013).",1,
ST-311,N/A,SR-013,"Designing and developing product families has been well recognized as an effective means to achieve the economy of scale in order to accommodate an increasing product variety across diverse market niches (Meyer & Utterback, 1993; Sundgren, 1999).",1,
ST-312,N/A,SR-013,"product family design can offer a multitude of benefits including reduction in development risks and system complexity, improved ability to upgrade products, and enhanced flexibility and responsiveness of manufacturing processes (Sawhney, 1998).",1,
ST-313,N/A,SR-013,"Corresponding to a product platform, production processes can be organized as a process platform in the form of standard routings, thus facilitating production configuration for diverse product family design solutions (Jiao, Tseng, Ma, & Zou, 2000).",1,
ST-314,N/A,SR-013,"integral architectures are often driven by product performance or cost, while modular architectures are driven by variety, product change, engineering standards, and service requirements.",1,
ST-315,N/A,SR-013,"product family architecture involves systematic planning of modularity and commonality in terms of building blocks and their configuration structures across the functional, technical and structural views. Zamirowski and Otto (1999) point out the necessity to develop the product architecture and platform by synchronizing multiple views such as those from customer needs, functional structures and physical architectures.",1,
ST-316,N/A,SR-013,"Most approaches consider only a single product platform, where each platform variable is shared across the entire product family. This strategy ... may lead to a situation that some low-end products may be over-designed and certain high-end products may be under-designed (Dai & Scott, 2004).",1,
ST-317,N/A,SR-013,"Ulrich (1995) points out that the modular product architecture allows each functional element of the product to be changed independently by changing only the corresponding component. This is advantageous to produce custom-built products from standard models. It also makes standardization possible, which is essential to achieve the economy of scale; therefore, using modular product architectures, variety can be created by configuring existing building blocks.",1,
ST-318,N/A,SR-013,The importance of standardized interfaces in product architectures is recognized by Meyer and Lehnerd (1997). Sanderson and Uzumeri (1995) suggest that the product family evolution may have been restricted if clear and robust physical interfaces are not developed and defined carefully.,1,
ST-319,N/A,SR-013,Allahverdi et al.(2002) optimize modular products as a generalized subset selection problem subject to a balance of the quality loss due to modularization and the cost of reconfiguration.,1,
ST-320,N/A,SR-013,"Kim and Chhajed (2001) develop an economic model that considers a market consisting of a high segment and a low segment. They determine that large commonality decreases production costs but makes the products more indistinguishable from one another, which makes the product more desirable for the low segment but less desirable for the high segment.",1,
ST-321,N/A,SR-013,"The direct consequence of product customization on production is observed as an exponentially increased number of process variations (referred to as process variety), such as diverse machines, tools, fixtures, setups, cycle times, and labor (Wortmann et al., 1997).",1,
ST-322,N/A,SR-013,"The benefit of designing product families comes from a reduction of components in inventory and component handling, reduction of component types and manufacturing processes, and increased production volumes (Fisher et al., 1999).",1,
ST-323,N/A,SR-013,"sharing components in a product family may lead to a lack of distinctiveness, and shared components in one product often exceed the requirements of other products, which causes additional production costs (Krishnan & Gupta, 2001).",1,
ST-324,N/A,SR-013,"This also suggests that the use of common components allows inventory levels to be lowered through risk pooling (Gerchak, Magazine, and Gamble, 1988).",1,
ST-325,N/A,SR-013,"From a supply chain perspective, risk pooling is one of the most noticeable effects of product platforms and component commonality across product families.",1,
ST-326,N/A,SR-013,reducing complexity of a product family through product design by leveraging common characteristics among the products within the family.,1,
ST-327,N/A,SR-013,"Fine et al.(2005) conjecture that integral products would ideally be built by integral supply chains, whilst modular products tend to be produced by modular supply chains. Based on examination of the automotive industry",1,
ST-328,N/A,SR-013,"Developing product platforms in most cases requires more investments and development time than developing a single product, which may delay the time to market and affect the return on investment time.",1,
ST-329,N/A,SR-013,"Product family design and development enhances profitability through a synergy of increased customer-perceived value and cost reduction in design, manufacturing and the supply chain.",1,
ST-330,N/A,SR-014,"It is diffcult to maintain commonality and economies of scale in products with strict customer design requirements that may vary greatly from contract-to-contract or piece-to-piece. Often, these products are highly customized or possibly unique, which leads to high development and production costs and long and uncertain production times. ",1,
ST-331,N/A,SR-014,Product families have been successfully employed... to address the challenge of providing customization and variety for the marketplace while maintaining commonality between products,1,
ST-332,N/A,SR-014,Bottom up approach wherein a company redesigns or consolidates a group of distinct products to standardize components to improve economies of scale.,1,
ST-333,N/A,SR-014,"When designing a valve to meet custom requirements, it is typical for a company to simply modify a previously built design. This process can be time consuming and expensive because the capability of the previous design to handle the new requirements is not precisely known, and a complete review is necessary to determine required modifications and cost. Moreover, product line consistency and control can be lost in the process.",1,
ST-334,N/A,SR-014,Carefully designed product platform can help reduce the design and review effort and shorten product lead-time.,1,
ST-335,N/A,SR-014,"When applying a bottom up approach to product family design, a market segmentation grid is established from the existing product line, and the grid should reflect the company's overall target market. The market is typically well known, and the market segmentation grid should contain the product types, grades, sizes, or other designations that are typically already established. If the target market or product is not yet established, a top-down design approach to platform design, rather than redesign, should be considered.",1,
ST-336,N/A,SR-014,"For highly customized products, it can be difficult to establish the market niches and the design requirements with certainty, as future demand and requirements can be markedly different from the past.",1,
ST-337,N/A,SR-014,"We identify subsets of the company's product line where *platform* leveraging can potentially provide the largest cost savings. We begin with the premise that platform leveraging can have the greatest impact where past customer demand was highest, and proceed by defining a subset of the complete market segmentation grid where leveraging has the greatest cost savings potential.",1,
ST-338,N/A,SR-014,"*Platform* leveraging strategy is a good compromise between cost savings and performance based on past engineering experience. If the leveraging is too aggressive, performance inefficiencies could dominate, resulting in decreased customer satisfaction.",1,
ST-339,N/A,SR-014,"Modular *Widget* designs, based on these *Product* platforms, could more effectively reduce *Widget* construction and minimize the number of existing *Widgets* that must be stored.",1,
ST-340,N/A,SR-015,"a ""hypothetically perfect'' integrative system would be one whose components are completely physically distributed throughout the product resulting in components that share interfaces with all the systems that comprise the product",1,
ST-341,N/A,SR-015,"a ""hypothetically perfect'' modular system would be one whose components do not share design interfaces with components that belong to other systems.",1,
ST-343,N/A,SR-015,The distributed nature of the integrative systems forces these design teams to overcome organizational barriers in order to handle design interfaces with all the systems.,1,
ST-344,N/A,SR-015,design interfaces across modular systems are more difficult for design experts to recognize than interfaces with integrative systems.,1,
ST-345,N/A,SR-015,spatial-type design interfaces are largely addressed in the design of modular systems while transfer-type design interfaces are more likely to be handled in the design of integrative systems.,1,
ST-346,N/A,SR-016,"Given a family of modular products, designing low cost assembly systems is an important problem. The ability to produce a variety of products through the combination of modular components is a meaningful benefit during product design stage. Therefore, modularity design is to produce different products by combining standard components and sharing the same assembly operations for a part of their structure.",1,
ST-347,N/A,SR-016,Suh (1990) promotes the decoupling of functional requirements in design. The independence of functional requirements allows design parameters to have a controllable effect on a specific functional requirement and minimal negative impact on other functional requirements. ,1,
ST-348,N/A,SR-016,Tsai and Wang (1999) presented a methodology of modular-based design in the conceptual stage of systems to support concur-rent engineering.,1,
ST-349,N/A,SR-016," All parts should be assembled from one direction whenever possible. Extra directions mean wasted time and motion as well as more transfer stations, inspection station and fixture nests. The best possible assembly is when all parts are added in a top-down fashion to create a Z-axis stack.",1,
ST-350,N/A,SR-016,"The following is a list of DFA criteria (Corbett, 1987): 1. Minimize the number of (1) parts and fixings, (2) design variants, (3) assembly movements, and (4) assembly directions. 2. Provide (1) suitable lead-in chamfers, (2) automatic alignment, (3) easy access for locating surfaces, (4) symmetrical parts, or exaggerate asymmetry, and (5) simple handling and transportation. 3. Avoid (1) visual obstructions, (2) simultaneous fitting operations, (3) parts which will tangle or `nest', (4) adjustments which affect prior adjustments, and (5) the possibility of assembly errors.",1,
ST-351,N/A,SR-016,"Ishii, Lee and Eubanks (1995) proposed the concept of clumping for disassembly and recycle. A clump is a collection of components and/or subassemblies that share a common characteristic based on user intent. Material compatibility is a major issue in clumping for product retirement. The designer may need to clump components that are not compatible due to certain constraints. If the post-life intent of the product is to be recycled and if materials in the clump are not compatible, then the mechanical connections among the components should be easily broken, i.e. using snap fits, press-fits, screws, and screw insert. If the intent of the designer is to clump for disposal, neither the material nor the fastening method is important.",1,
ST-352,N/A,SR-016,Design for maintainability: Mount units to chassis or structure rather than on otherunits.,1,
ST-353,N/A,SR-016,"Design for maintainability: All adjustments shall be designed to be common in their replacement response (i.e., clockwise,right, or up to increase).",1,
ST-354,N/A,SR-016,"Design for maintainability: Route cables to facilitate tracing, removal, and replacement.",1,
,Bonvoisin,1,Various criteria as well as step-by-step methods for modular product design have been developed and published that allow supporting the process of grouping elements into modules and of defining interfaces.,0,
,Bonvoisin,2,"However, methods and criteria have been generally defined conjointly and, therefore, it is not directly possible to use one method with a criterion for which it has not been developed. ",0,
,Bonvoisin,3,This constitutes a limitation in the support these methods can offer to the use of product modularisation in the development of sustain able products.,0,
,Bonvoisin,4,"Based on a systematic literature review (SLR), it presents an exhaustive compilation of published criteria for product modularisation and gives insights into the further development of a target oriented modularisation method.",0,
,Bonvoisin,5," Product modularisation fails to get precisely defined because this term describes a large field of practices rather than a defined method, sometimes leading to misunderstandings.",0,
,Bonvoisin,6,"The objective of this section is to first explain this field and provide appropriate definitions for a general understanding, and then introduce the research question this paper addresses.",0,
,Bonvoisin,7,"The greatest common denominator of the available definitions of the concept of ‘a module’ is that it is a group of functional carriers (such as components or parts, or physical elements in a product that contribute to a given function or a set of functions).",0,
,Bonvoisin,8,he concept can also be extended to services (e.g. Song et al. 2015) where modules can be considered as groups of service components leading to a partial function of the overall service or product service system (PSS).,0,
,Bonvoisin,9,"Modular product design can be broken down into three different and potentially complementary activities: design with modules, identifying modules and design of modules (Liang and Huang 2002).",0,
,Bonvoisin,10," Identifying modules entails considering an existing product, evaluating the relevance of a component grouping, clustering those components accordingly and, eventually, redesigning and integrating the so-defined modules and corresponding interfaces",0,
,Bonvoisin,11,This definition is narrower than that of modular product design and excludes design with Modules.,0,
,Bonvoisin,12,"The field of approaches in modular product design is summarised in Figure 1. In this article, we focus on product modularisation and, therefore, only concentrate on design of modules and identifying modules – two approaches that are further described in the following subsections.",0,
,Bonvoisin,13,"The works cited here show that, while several drivers of product modularisation have been identified, authors do not agree on their scope and on the rationale of their classification.",0,
,Bonvoisin,14,"Along those lines, Smith and Yen (2010) compared product modularity with an atomic model: While atoms are made up of particles that attract or repel each other according to their electrical charge, products are made up of functional carriers that have more or less affinity to each other.",0,
,Bonvoisin,15,"Depending on the objective followed in the modularisation process, these generic properties can be instantiated into more specific indicators, called modularity metrics among which similarity and dependency metrics (Hölttä-Otto et al. 2012) can be distinguished.",0,
,Bonvoisin,16,"A similarity metric can be, for example, instantiated by the type of handling tools used in an assembly process chain (e.g. Lai and Gershenson 2008), the expected technical and value lifetimes of  components (e.g.Tchertchian, Millet, and Pialot 2011), the end-of-life intent of components (e.g. Newcomb, Bras, and Rosen 1998) or the material compatibility for recycling processes (e.g. Qian and Zhang 2003).",0,
,Bonvoisin,17,"As a result, the modularisation process consists of clustering functional carriers into modules that maximises the intra-module similarity and the inter-module independency.",0,
,Bonvoisin,18,"Published methods implementing this generic procedure are for example presented in Lai and Gershenson (2008), Hsiao et al. (2013), Ji et al. (2013), Kusiak and Huang (1997), Newcomb, Bras, and Rosen (1998), Pimmler and Eppinger (1994), Qian and Zhang (2003).",0,
,Bonvoisin,19,"Unfortunately, the unambiguous definition of interactions between functional carriers (i.e. definition of reproducible similarity and dependency metrics) remains to date one of the less regarded topics in product modularisation.",0,
,Bonvoisin,20,"As a result, it is still difficult for engineers to have a clear view on the wide range of metrics that can be used and product design teams are provided with insufficient support for choosing and implementing the appropriate metrics corresponding to their design goals and for generating high quality input data for modularisation methods. ",0,
,Bonvoisin,21,"Furthermore, the modularisation methods presented in the literature may be idiosyncratic to the modularisation metric(s) they implement.",0,
,Bonvoisin,22,"Each method presented in literature is developed, or at least presented, for a given modularisation metric or a set of modularisation metrics. The use of the same method in the pursuit of other goals requires an adaptation and, therefore, further time-costly methodological developments.",0,
,Bonvoisin,23,"With this background, the problem nowadays seems to be less the lack of methodological support in modularisation than that of choosing the most suitable metrics/drivers (in terms of quality and objective) and methods from the many available. ",0,
,Bonvoisin,24,Such an overview could support engineers finding the adapted criteria in order to follow their product development strategy through product modularisation.,0,
,Bonvoisin,25,"In the present article, the authors advocate for the development of a multi-purpose product modularisation method – one that could be defined independently of any modularisation metric and used conjointly with a metric database allowing engineers to pick the metrics that fit in with their design objectives. ",0,
,Bonvoisin,26,"The present article concentrates on the first aspect of the research programme introduced in the previous section, that is, clarifying what can modularity used for.",0,
,Bonvoisin,27,"It provides an exhaustive a structured compilation of modularisation objectives, design principles and metrics identifiable in published literature and provides a critic overview on the state of implementation of those concepts.",0,
,Bonvoisin,28,The comprehensive corpus of published research gathered thanks to this method has been screened in order to identify implementations of the researched concepts and build the modularisation concept map.,0,
,Bonvoisin,29,"The SLR reported here is based on the method defined by Okoli and Schabram (2010) as an adaptation of a method for systematic reviews in medical sciences (e.g. Higgins and Green 2008) to the field of information technology, which is applicable to engineering science in general.",0,
,Bonvoisin,30,"A strategic objective is the setting of a defined performance on the products and processes of a company; for example, ‘reduce the time-to-market’ or ‘improve environmental friendliness of products’.",0,
,Bonvoisin,31,"The context of design principles may be in practice characterised among others by their genericity, the point in the design process where they can be applied as well as the technical competences or the hierarchical level in the product development team required for their implementation. ",0,
,Bonvoisin,32,The search was performed electronically within the Science Direct online article database. No limit for publication date was considered.,0,
,brusoni,33,"Overall, modularity has been proposed as a powerful organizing principle of the evolutionary processes of both artificial and natural complex systems.",0,
,brusoni,34,"Within social sciences, modularity principles have been applied to explain the evolution of products, organizational design and knowledge management, on the one hand; and the emerging patterns, and dynamics, of coordination and division of labour between firms, on the other.",0,
,brusoni,35,"Modularity emerges as a specific kind of problem-solving strategy, which entails a specific pattern of knowledge and tasks partitioning.",0,
,brusoni,36,"On this basis, formal models start from the already set grammar, or rules, and focusses on the exploitative aspects of modular design principles (Baldwin and Clark, 2000)",0,
,brusoni,37,We approach instead modularity as a specific example of problem-solving strategy,0,
,brusoni,38,We can consider product development as an example of problem-solving activity regularly taking place in firms and also across firms.,0,
,brusoni,39,On the other hand non-modular or integral search modules and interfaces are not pre-defined and search takes place by varying potentially all components together and accepting new product if its performance is higher,0,
,brusoni,40,"More specifically, this paper develops a formal model, broadly inspired by Stuart Kauffman’s work on fitness landscapes (Kauffman, 1993), in order to shed some light on two related questions concerning the dynamic properties of modular search strategies",0,
,brusoni,41,The next section focusses on recent empirical research on modularity to highlight a few facts that demand an explanation and outlines our problem-solving perspective.,0,
,brusoni,42,"One of the fundamental contributions of recent research on modularity is the identification of a series of constructs and key relationships that allows studying the connection between what firms do, how they do it, and what they need to know in order to do it.",0,
,brusoni,43,"Research on modularity reminds us about the complexity of the relationship between conceptualizations of firms as knowledge structures, and of firms as producers of goods and services.",0,
,brusoni,44,"First, in the context of increasingly globalized markets, ever more complex supply chains, and international manufacturing networks, corporate decision-making processes involve more and more actors, variables and criteria that lead to less and less transparency about who is deciding what, and on what basis.",0,
,brusoni,45,"Management tasks increasingly involve the monitoring, control, and coordination of a widening range of useful, but highly heterogeneous, scientific, and technological disciplines that are embodied in products of increasing complexity, in terms of components and functionalities.",0,
,brusoni,46,"The advantages of modularity seem to be particularly compelling in high technology settings, such as the aircraft engine industry.",0,
,brusoni,47,"In a three-shaft engine, the compression work is split across three compressors (low-, intermediate-, and high-pressure).",0,
,brusoni,48,Each compressor can be driven by its own turbine at its optimum speed.,0,
,brusoni,49,In a three-shaft design the mapping between functions and physical structures tends to be more one to one.,0,
,brusoni,50,"In a two-shaft design, in fact, the compression work is split between two compressors.",0,
,brusoni,51,This limits the compression that can be achieved in the first part of the engine leaving high duty on the high-pressure compressor,0,
,brusoni,52, The three-shaft architecture has been instead characterized by higher thrust growth.,0,
,brusoni,53,"Moreover, increasing division of labour among firms also entail the traditional costs associated with the use of the market system (i.e. transaction costs) as well as agency costs related to the hold-up problem.",0,
,brusoni,54,One must also consider the costs of the foregone opportunities that might have been exploited adopting different architectural choices,0,
,brusoni,55,"Not only does learning about the architecture require dedicated efforts, but it also entails different kinds of organizations, people, and skills (Brusoni and Prencipe, 2001).",0,
,brusoni,56,This change of orientation is what ‘systems integrating’ firms can do.,0,
,brusoni,57,The case of Fujitsu exemplifies the role played by systems integrator in the case of the hard disk drive network.,0,
,brusoni,58,"Specifically, Davies argued that the key advantage of Ericsson, the world leader throughout the 1990s, was its constant involvement in both architectural and component innovations, as well as its efforts to control production costs",0,
,brusoni,59,"The problem space is an extension and generalization of Kauffman’s NK model of fitness landscapes (Kauffman, 1993).",0,
,brusoni,60,A fitness landscape is simply a mapping from a vector characterizing an entity’s form to a payoff value.,0,
,brusoni,61,"In particular, we develop and use two notions of complexity of a problem environment, namely decompositions and near-decompositions, which give a precise indication of the degree to which the problem can be decomposed into independent or quasi-independent sub-problems (modules).",0,
,brusoni,62,A decomposition scheme is a sort of template that determines how new configurations are generated and can therefore be tested by a selection mechanism.,0,
,brusoni,63,"We will assume that boundedly rational agents can only search locally in directions that are given by the decomposition scheme: new configurations are generated and tested in the neighbourhood of the given one, where neighbours are new configurations obtained by changing some (possibly all) components within a given module.",0,
,brusoni,64,"Among all the decomposition schemes of a given problem, we are especially interested in those for which the global optimum becomes reachable from any initial configuration.",0,
,clark,65,The introduction of new products has been an important activity in manufacturing businesses since at least the mid- 19th century.,0,
,Clark,66,The importance of product development has motivated significant attention to the determinants of performance by both practitioners and academics.,0,
,Clark,67,Project scope determines what part of the development effort will be done by the internal project team.,0,
,Clark,68,I first examine scope and engineering manhours and then consider the impact on lead time.,0,
,Clark,69,The development of a product like the automobile is a complex set of activities involving many people over long periods of time.,0,
,Clark,70,"Thus, most of the Japanese firms use suppliers to sustain development of more uniquely designed products without substantially increasing their internal engineering workforce.",0,
,Clark,71,"While existing evidence on long-term relationships, the network of direct and indirect suppliers and extensive involvement of suppliers in operations in the Japanese auto industry primarily has come from studies on parts manufacturing, the information developed in this study suggests that differences in supplier manufacturing relationships also carry over into the design and development of the product.",0,
,Clark,72," Although supplier management has been in transition in the U.S. companies, the projects in our sample were heavily influenced by the traditional system in which suppliers produced parts under short-term, arm's-length contracts and had little role in design and engineering.",0,
,Clark,73,Direct adjustment suggests that scope accounts for an important part of the differences in observed project hours,0,
,Clark,74," The Japan dummy picks up a significant fraction of the variance in the data and shows that little of the ""Japan effect"" is associated with product content differences.",0,
,Clark,75,"Adding measures of project scope has a dramatic effect on the regression. Entered in linear form, NH has a strong impact on project hours, and explains a sizeable fraction of the variance in the data.",0,
,Clark,76,"his difference is statistically significant at about the ten percent level on a one-tailed test, and its size suggests that scope is a more important element in explaining the efficiency of the development process in Japan than we estimated through direct adjustment of the manhours data.",0,
,Clark,77,The coefficients on body types and vehicle price increase sharply when NH is introduced into the regression,0,
,Clark,78,"However, the parameter estimates in Table 3 (which relax the equal productivity assumption) imply that such a change in NH would add almost 1.0 million hours to the internal engineering effort. The implication is that engineering work outside the firm is more efficient, less difficult, or both.",0,¼
,Clark,79,Evidence from interviews and further statistical analysis suggests that both differences in efficiency and degree of difficulty may be at work in the sample.,0,
,Clark,80,"While the estimated impact of supplier involvement is not statistically different from what one would expect under the equal productivity model, the evidence suggests that supplier relationships are an important element in an efficient engineering system. One piece of evidence is the strong relationship between the supplier variable and the Japanese dummy. ",0,
,Clark,81,"When one excludes the Japanese dummy from the regression in column 4, for example, the coefficient on the supplier variable increases by a factor of 2.7, while its standard error declines slightly (i.e. the coefficient is -9772 with a standard of 2025). Thus the supplier effect on manhours is closely related to the complex of organizational and managerial factors captured in the Japanese dummy.",0,
